,Unnamed: 0,name,score,beer style,abv,cal,city,country,link,lat,lon
5313,5313,Golden Coins Happy Stout,3.18,Sweet Stout,5.5,165.0,Yaowarat,Thailand,/beer/golden-coins-happy-stout/456078/,13.741907000000001,100.50894840000001
5314,5314,King Kong Imperial Stout Raspberry Choco,3.18,Imperial Stout,8.0,240.0,Bangkok,Thailand,/beer/king-kong-imperial-stout-raspberry-choco/484320/,13.7538929,100.8160803
5315,5315,Sloths White IPA (Passion Fruit),3.18,American Pale Ale,5.5,165.0,Bangkok,Thailand,/beer/sloths-white-ipa-passion-fruit/508426/,13.7538929,100.8160803
5316,5316,Outlaw West Coast Pale Ale,3.18,American Pale Ale,6.5,195.0,Muang Loei,Thailand,/beer/outlaw-west-coast-pale-ale/526309/,17.4890457,101.72047173831
5317,5317,Silom Bad Bear Stout,3.18,Stout,6.2,186.0,Bangkok,Thailand,/beer/silom-bad-bear-stout/459476/,13.7538929,100.8160803
5318,5318,D'X Brewerkz Genesis IPA,3.17,India Pale Ale (IPA),6.0,180.0,Bangkok,Thailand,/beer/dx-brewerkz-genesis-ipa/528409/,13.7538929,100.8160803
5319,5319,3 Bears Gorilla Stout,3.17,Stout,5.8,174.0,Bangkok,Thailand,/beer/3-bears-gorilla-stout/465972/,13.7538929,100.8160803
5320,5320,Outlaw Big Pistol Porter,3.17,Porter,6.3,189.0,Muang Loei,Thailand,/beer/outlaw-big-pistol-porter/455944/,17.4890457,101.72047173831
5321,5321,CupG Hippie Porter,3.16,Porter,7.0,210.0,Ayutthaya,Thailand,/beer/cupg-hippie-porter/462941/,14.356037200000001,100.5722073
5322,5322,Soi Beer Black Bean Bock,3.16,Dunkler Bock,8.0,240.0,Bangkok,Thailand,/beer/soi-beer-black-bean-bock/531798/,13.7538929,100.8160803
5323,5323,Changwon / Lamzing / Mahanakhon / Sandport ORanGeY,3.16,Stout,4.7,141.0,Bangkok,Thailand,/beer/changwon-lamzing-mahanakhon-sandport-orangey/508855/,13.7538929,100.8160803
5325,5325,3 Bears Hunter's IPA,3.15,India Pale Ale (IPA),5.8,174.0,Bangkok,Thailand,/beer/3-bears-hunters-ipa/465964/,13.7538929,100.8160803
5326,5326,Chit Beer Monkey IPA,3.15,India Pale Ale (IPA),5.8,174.0,Bangkok,Thailand,/beer/chit-beer-monkey-ipa/458636/,13.7538929,100.8160803
5327,5327,Outlaw Tropical Storm,3.15,Wheat Ale,4.9,147.0,Muang Loei,Thailand,/beer/outlaw-tropical-storm/455951/,17.4890457,101.72047173831
5328,5328,Lhasa Beer (Export),2.46,Pale Lager,4.6,138.0,Lhasa,Tibet,/beer/lhasa-beer-export/112805/,29.655413800000005,91.1330128
5329,5329,Lhasa Beer 11P,2.08,Pale Lager,4.3,129.0,Lhasa,Tibet,/beer/lhasa-beer-11p/47138/,29.655413800000005,91.1330128
5330,5330,Lhasa Beer 10P,1.96,Pale Lager,3.3,99.0,Lhasa,Tibet,/beer/lhasa-beer-10p/153472/,29.655413800000005,91.1330128
5331,5331,Tibet Green Barley 10°P,1.82,Pale Lager,3.3,99.0,Lhasa,Tibet,/beer/tibet-green-barley-10p/144487/,29.655413800000005,91.1330128
5332,5332,Awooyo Spéciale,3.08,Brown Ale,6.2,186.0,Lomé,Togo,/beer/awooyo-speciale/18388/,6.130419,1.215829
5333,5333,Brasserie BB Lomé (BGI),2.81,Pale Lager,5.25,158.0,Lomé,Togo,/beer/ngoma-pils/13720/,6.130419,1.215829
5334,5334,BB Castel Beer,2.66,Pale Lager,5.2,156.0,Lomé,Togo,/beer/bb-castel-beer/140842/,6.130419,1.215829
5336,5336,BB Pils,2.62,Pilsener,5.1,153.0,Lomé,Togo,/beer/bb-pils/62480/,6.130419,1.215829
5337,5337,33 Export (Togo),2.58,Pale Lager,5.0,150.0,Lomé,Togo,/beer/33-export-togo/141627/,6.130419,1.215829
5338,5338,BB Lager,2.13,Pale Lager,4.7,141.0,Lomé,Togo,/beer/bb-lager/127020/,6.130419,1.215829
5339,5339,Beaufort Lager (Togo),2.02,Pale Lager,4.6,138.0,Lomé,Togo,/beer/beaufort-lager-togo/141628/,6.130419,1.215829
5340,5340,Flag Spéciale (Togo),1.95,Pale Lager,5.2,156.0,Lomé,Togo,/beer/flag-speciale-togo/43498/,6.130419,1.215829
5344,5344,Ikale Gold,2.42,Pale Lager,5.0,150.0,Nukuʻalofa,Tonga,/beer/ikale-gold/88008/,-21.134340100000003,-175.2018085
5345,5345,Kingdom Lager,2.41,Pale Lager,4.6,138.0,Nuku’alofa,Tonga,/beer/kingdom-lager/224288/,-21.134340100000003,-175.2018085
5346,5346,Royal All Malt Premium Beer,2.05,Pale Lager,5.0,150.0,Nukuʻalofa,Tonga,/beer/royal-all-malt-premium-beer/23709/,-21.134340100000003,-175.2018085
5347,5347,Royal Ikale (Export Beer),1.74,Pale Lager,5.0,150.0,Nukuʻalofa,Tonga,/beer/royal-ikale-export-beer/23710/,-21.134340100000003,-175.2018085
5350,5350,Blonder Beer Svetloe,2.87,Pale Lager,4.5,135.0,Bender,Transdniestra,/beer/blonder-beer-svetloe/270121/,,
5351,5351,Staraya Krepost Yubileynoe Nefiltrovannoe,2.83,Amber Lager/Vienna,4.4,132.0,Tighina (Bender),Transdniestra,/beer/staraya-krepost-yubileynoe-nefiltrovannoe/481791/,,
5352,5352,Benderskoe Temnoe,2.81,Dunkel/Tmavý,5.0,150.0,Bender,Transdniestra,/beer/benderskoe-temnoe/190500/,,
5353,5353,Blonder Beer Temnoe,2.81,Dunkel/Tmavý,4.8,144.0,Bender,Transdniestra,/beer/blonder-beer-temnoe/530958/,,
5354,5354,Staraya Krepost Klassicheskoe Nefiltrovannoe,2.79,Zwickel/Keller/Landbier,4.0,120.0,Tighina (Bender),Transdniestra,/beer/staraya-krepost-klassicheskoe-nefiltrovannoe/481792/,,
5355,5355,Staraya Krepost Originalnoe Nefiltrovannoe,2.76,Zwickel/Keller/Landbier,4.5,135.0,Tighina (Bender),Transdniestra,/beer/staraya-krepost-originalnoe-nefiltrovannoe/481050/,,
5357,5357,Bullet,2.75,Pale Lager,4.0,120.0,Slobozia,Transdniestra,/beer/bullet/462624/,,
5359,5359,Slobodzeskoye Polutemnoe,2.6,Amber Lager/Vienna,4.3,129.0,Slobozia,Transdniestra,/beer/slobodzeskoye-polutemnoe/294390/,,
5360,5360,Staraya Krepost Yubileynoe,2.6,Amber Lager/Vienna,4.4,132.0,Tighina (Bender),Transdniestra,/beer/staraya-krepost-yubileynoe/327215/,,
5361,5361,Nashe Pivo Klassicheskoe,2.47,Amber Lager/Vienna,4.5,135.0,Tiraspol,Transdniestra,/beer/nashe-pivo-klassicheskoe/410502/,,
5362,5362,Staraya Krepost Originalnoe,2.4,Pale Lager,4.5,135.0,Tighina (Bender),Transdniestra,/beer/staraya-krepost-originalnoe/331644/,,
5363,5363,Nashe Pivo Legkoe,2.38,Low Alcohol,2.5,75.0,Tiraspol,Transdniestra,/beer/nashe-pivo-legkoe/424182/,,
5364,5364,Staraya Krepost Klassicheskoe,2.29,Pale Lager,4.0,120.0,Tighina (Bender),Transdniestra,/beer/staraya-krepost-klassicheskoe/27240/,,
5365,5365,Nashe Pivo Premium,2.21,Amber Lager/Vienna,5.4,162.0,Tiraspol,Transdniestra,/beer/nashe-pivo-premium/413682/,,
5367,5367,Benderskoe Svetloe,1.86,Pale Lager,4.5,135.0,Bender,Transdniestra,/beer/benderskoe-svetloe/182214/,,
5369,5369,Carib Royal Extra Stout,2.87,Foreign Stout,6.6,198.0,Champs-Fleurs,Trinidad & Tobago,/beer/carib-royal-extra-stout/6831/,10.6455225,-61.420127
5370,5370,Black Wolf Howling Dark Lager Beer,2.74,Imperial Pils/Strong Pale Lager,6.5,195.0,Champs-Fleurs,Trinidad & Tobago,/beer/black-wolf-howling-dark-lager-beer/117430/,10.6455225,-61.420127
5371,5371,Stud Power Stout,2.37,Foreign Stout,6.0,180.0,El Socorro,Trinidad & Tobago,/beer/stud-power-stout/26436/,10.633946400000001,-61.4514533
5372,5372,Carib Pola Beer,2.23,Pale Lager,5.0,150.0,Champs-Fleurs,Trinidad & Tobago,/beer/carib-pola-beer/173480/,10.6455225,-61.420127
5373,5373,Samba Lager,2.14,Pale Lager,5.5,165.0,El Socorro,Trinidad & Tobago,/beer/samba-lager/26437/,10.633946400000001,-61.4514533
5374,5374,Stag Lager Beer,2.1,Pale Lager,5.5,165.0,Champs-Fleurs,Trinidad & Tobago,/beer/stag-lager-beer/11178/,10.6455225,-61.420127
5375,5375,Carib Shandy (Ginger),1.97,Radler/Shandy,1.2,36.0,Champs-Fleurs,Trinidad & Tobago,/beer/carib-shandy-ginger/4491/,10.6455225,-61.420127
5376,5376,Carib Pilsner Light,1.97,Pale Lager,4.0,120.0,Champs-Fleurs,Trinidad & Tobago,/beer/carib-pilsner-light/130542/,10.6455225,-61.420127
5377,5377,Carib Shandy (Lime),1.95,Radler/Shandy,1.2,36.0,Champs-Fleurs,Trinidad & Tobago,/beer/carib-shandy-lime/36090/,10.6455225,-61.420127
5378,5378,Carib Shandy (Sorrel),1.8,Radler/Shandy,1.2,36.0,Champs-Fleurs,Trinidad & Tobago,/beer/carib-shandy-sorrel/36089/,10.6455225,-61.420127
5379,5379,Carib Lager,1.78,Pale Lager,5.2,156.0,Champs-Fleurs,Trinidad & Tobago,/beer/carib-lager/3059/,10.6455225,-61.420127
5382,5382,Golfbrau Dunkel,3.04,Dunkel/Tmavý,5.0,150.0,Port el Kantaoui,Tunisia,/beer/golfbrau-dunkel/37230/,35.89389315,10.598406702824
5383,5383,Golfbrau Helles,2.93,Dortmunder/Helles,5.0,150.0,Port el Kantaoui,Tunisia,/beer/golfbrau-helles/34400/,35.89389315,10.598406702824
5384,5384,Stella Black,2.83,Dunkler Bock,6.3,189.0,Tunis,Tunisia,/beer/stella-black/380778/,33.8439408,9.400138
5385,5385,Golden Brau (Tunisia),2.77,Pale Lager,5.3,159.0,Tunis,Tunisia,/beer/golden-brau-tunisia/380306/,33.8439408,9.400138
5387,5387,Brauhaus Yasmine Helles,2.74,Dortmunder/Helles,5.0,150.0,Hammamet Sud,Tunisia,/beer/brauhaus-yasmine-helles/92107/,36.444030600000005,10.5658015
5388,5388,Brauhaus Le Berbere Dunkel,2.73,Dunkel/Tmavý,5.0,150.0,Hammamet,Tunisia,/beer/brauhaus-le-berbere-dunkel/37227/,36.40968370000001,10.507811831892301
5389,5389,Golfbrau Weizen,2.72,German Hefeweizen,5.0,150.0,Port el Kantaoui,Tunisia,/beer/golfbrau-weizen/37228/,35.89389315,10.598406702824
5390,5390,Brauhaus Le Berbere Weizen,2.68,German Hefeweizen,5.0,150.0,Hammamet,Tunisia,/beer/brauhaus-le-berbere-weizen/37226/,36.40968370000001,10.507811831892301
5391,5391,Brauhaus Yasmine Dunkel,2.61,Dunkel/Tmavý,5.5,165.0,Hammamet Sud,Tunisia,/beer/brauhaus-yasmine-dunkel/92108/,36.444030600000005,10.5658015
5392,5392,Brauhaus Le Berbere Hell,2.51,Pale Lager,5.0,150.0,Hammamet,Tunisia,/beer/brauhaus-le-berbere-hell/37225/,36.40968370000001,10.507811831892301
5393,5393,33 Extra Dry,2.28,Pilsener,6.0,180.0,Tunis,Tunisia,/beer/33-extra-dry/72971/,33.8439408,9.400138
5394,5394,Stella (Tunisia),2.25,Pale Lager,3.5,105.0,Tunis,Tunisia,/beer/stella-tunisia/13839/,33.8439408,9.400138
5395,5395,Berber Blonde,2.14,Pale Lager,5.2,156.0,Tunis,Tunisia,/beer/berber-blonde/412834/,33.8439408,9.400138
5396,5396,Celtia,1.92,Pale Lager,5.0,150.0,Tunis,Tunisia,/beer/celtia/13840/,33.8439408,9.400138
5398,5398,Pablo American IPA,3.23,India Pale Ale (IPA),6.0,180.0,Bodrum Muğla,Turkey,/beer/pablo-american-ipa/510856/,37.06681635,27.4845304318967
5399,5399,Gara Guzu Summer IPA,3.16,India Pale Ale (IPA),4.5,135.0,Menteşe Muğla,Turkey,/beer/gara-guzu-summer-ipa/445972/,37.24864595,28.443569286093002
5400,5400,Gara Guzu Blonde Ale,3.15,Golden Ale/Blond Ale,5.0,150.0,Menteşe Muğla,Turkey,/beer/gara-guzu-blonde-ale/299142/,37.24864595,28.443569286093002
5401,5401,Bosphorus Karbon Stout,3.12,Stout,5.5,165.0,Istanbul,Turkey,/beer/bosphorus-karbon-stout/204538/,41.0096334,28.9651646
5402,5402,Bosphorus Selanik 81,3.11,Doppelbock,8.4,252.0,Istanbul,Turkey,/beer/bosphorus-selanik-81/269258/,41.0096334,28.9651646
5403,5403,Bosphorus Route 333,3.1,American Pale Ale,4.8,144.0,Istanbul,Turkey,/beer/bosphorus-route-333/381667/,41.0096334,28.9651646
5404,5404,Bosphorus Winterfell Ale,3.1,Belgian Ale,5.1,153.0,Istanbul,Turkey,/beer/bosphorus-winterfell-ale/396465/,41.0096334,28.9651646
5405,5405,Gara Guzu Gara,3.1,Porter,6.4,192.0,Menteşe Muğla,Turkey,/beer/gara-guzu-gara/501880/,37.24864595,28.443569286093002
5406,5406,Bosphorus Istanbul Pale Ale,3.1,India Pale Ale (IPA),5.2,156.0,Istanbul,Turkey,/beer/bosphorus-istanbul-pale-ale/204535/,41.0096334,28.9651646
5407,5407,Gara Guzu Amber Ale,3.09,Amber Ale,4.0,120.0,Menteşe Muğla,Turkey,/beer/gara-guzu-amber-ale/299139/,37.24864595,28.443569286093002
5408,5408,Gara Guzu Red Ale,3.09,Amber Ale,7.0,210.0,Menteşe Muğla,Turkey,/beer/gara-guzu-red-ale/385202/,37.24864595,28.443569286093002
5411,5411,Torch German Style Wheat Beer,3.04,German Hefeweizen,5.5,165.0,Bomonti/Istanbul,Turkey,/beer/torch-german-style-wheat-beer/423917/,40.9804143,29.028511449137604
5414,5414,Atak Gara Guzu Mayhoş,3.02,Saison,5.5,165.0,Menteşe Muğla,Turkey,/beer/atak-gara-guzu-mayhos/555971/,37.24864595,28.443569286093002
5417,5417,Torch Tonka Bean Stout,3.0,Stout,5.8,174.0,Bomonti/Istanbul,Turkey,/beer/torch-tonka-bean-stout/466599/,40.9804143,29.028511449137604
5418,5418,Bosphorus Sümer Ale,3.0,Witbier,5.5,165.0,Istanbul,Turkey,/beer/bosphorus-sumer-ale/227859/,41.0096334,28.9651646
5420,5420,Bosphorus Yabangee,2.99,Bitter,4.8,144.0,Istanbul,Turkey,/beer/bosphorus-yabangee/204539/,41.0096334,28.9651646
5424,5424,Torch Pilsner,2.96,Pilsener,5.5,165.0,Bomonti/Istanbul,Turkey,/beer/torch-pilsner/438072/,40.9804143,29.028511449137604
5425,5425,Torch Red Ale,2.96,Amber Ale,5.4,162.0,Bomonti/Istanbul,Turkey,/beer/torch-red-ale/466603/,40.9804143,29.028511449137604
5426,5426,Bomonti Red Ale,2.96,Amber Lager/Vienna,5.3,159.0,Istanbul,Turkey,/beer/bomonti-red-ale/440088/,41.0096334,28.9651646
5427,5427,Bosphorus Halic Gold,2.95,Belgian Ale,6.0,180.0,Istanbul,Turkey,/beer/bosphorus-halic-gold/204537/,41.0096334,28.9651646
5428,5428,Tuborg Amber,2.95,Amber Lager/Vienna,5.2,156.0,Izmir,Turkey,/beer/tuborg-amber/406029/,38.415342100000004,27.144474
5429,5429,Torch Dark Wheat Beer,2.94,Dunkelweizen,5.8,174.0,Bomonti/Istanbul,Turkey,/beer/torch-dark-wheat-beer/466602/,40.9804143,29.028511449137604
5430,5430,Bosphorus Brew 81,2.92,Premium Lager,5.5,165.0,Istanbul,Turkey,/beer/bosphorus-brew-81/204534/,41.0096334,28.9651646
5431,5431,PERA 5,2.92,German Hefeweizen,5.0,150.0,Çerkezköy - Tekirdağ,Turkey,/beer/pera-5/361203/,41.2608386,27.9842412679723
5433,5433,Bosphorus Road to Helles,2.91,Dortmunder/Helles,5.2,156.0,Istanbul,Turkey,/beer/bosphorus-road-to-helles/381668/,41.0096334,28.9651646
5434,5434,ZIKKIMM Weiss,2.89,German Hefeweizen,4.9,147.0,Çerkezköy - Tekirdağ,Turkey,/beer/zikkimm-weiss/556281/,41.2608386,27.9842412679723
5435,5435,Torch Pumpkin Ale,2.89,Spice/Herb/Vegetable,5.6,168.0,Bomonti/Istanbul,Turkey,/beer/torch-pumpkin-ale/466600/,40.9804143,29.028511449137604
5436,5436,Torch Smoked Beer,2.89,Smoked,3.6,108.0,Bomonti/Istanbul,Turkey,/beer/torch-smoked-beer/466601/,40.9804143,29.028511449137604
5437,5437,Tuborg Kış Bira,2.88,Premium Lager,6.0,180.0,Izmir,Turkey,/beer/tuborg-k305351-bira/44762/,38.415342100000004,27.144474
5438,5438,"Gara Guzu Anniversary Beer ""1. yIL biRASI"" amber Ale",2.87,Amber Ale,6.4,192.0,Menteşe Muğla,Turkey,/beer/gara-guzu-anniversary-beer-1-yil-birasi-amber-ale/362552/,37.24864595,28.443569286093002
5439,5439,Efes Brewmaster Series Red Ale,2.87,Irish Ale,5.2,156.0,Istanbul,Turkey,/beer/efes-brewmaster-series-red-ale/432506/,41.0096334,28.9651646
5440,5440,Bosphorus Beerinci,2.87,Bitter,5.0,150.0,Istanbul,Turkey,/beer/bosphorus-beerinci/204540/,41.0096334,28.9651646
5441,5441,Red Tower Martzen,2.86,Dunkel/Tmavý,5.0,150.0,Alanya,Turkey,/beer/red-tower-martzen/99694/,36.5472591,32.0011182
5442,5442,Efes Brewmaster Series White Ale,2.86,Witbier,5.0,150.0,Istanbul,Turkey,/beer/efes-brewmaster-series-white-ale/432494/,41.0096334,28.9651646
5443,5443,Pera 2,2.85,Amber Ale,5.0,150.0,Çerkezköy - Tekirdağ,Turkey,/beer/pera-2/300216/,41.2608386,27.9842412679723
5444,5444,Taps Istanbul Strong Ale,2.85,English Strong Ale,7.0,210.0,Istanbul,Turkey,/beer/taps-istanbul-strong-ale/65276/,41.0096334,28.9651646
5446,5446,Bosphorus SYKO,2.82,Imperial IPA,8.2,246.0,Istanbul,Turkey,/beer/bosphorus-syko/227861/,41.0096334,28.9651646
5448,5448,Lion's Heart Swallows,2.76,Brown Ale,4.4,132.0,Gećitköy,Turkish Republic of Cyprus,/beer/lions-heart-swallows/336030/,35.336326,33.0681663
5450,5450,Lion's Heart Pride,2.38,Bitter,4.0,120.0,Gećitköy,Turkish Republic of Cyprus,/beer/lions-heart-pride/355853/,35.336326,33.0681663
5451,5451,Lion's Heart Blonde Premium Ale,2.27,Golden Ale/Blond Ale,4.0,120.0,Gećitköy,Turkish Republic of Cyprus,/beer/lions-heart-blonde-premium-ale/336018/,35.336326,33.0681663
5452,5452,Lion's Heart Gold,2.12,Bitter,4.6,138.0,Gećitköy,Turkish Republic of Cyprus,/beer/lions-heart-gold/355850/,35.336326,33.0681663
5453,5453,Zip Täç-Premium,2.56,Pilsener,4.2,126.0,Ashgabat,Turkmenistan,/beer/zip-tac-premium/325870/,37.939667799999995,58.387426299999994
5454,5454,Çynar Ak Aýy,2.53,Pale Lager,3.4,102.0,Watan,Turkmenistan,/beer/cynar-ak-ayy/389035/,37.9395991,58.3795099090756
5455,5455,Goňur,2.53,Pale Lager,3.4,102.0,Goňur,Turkmenistan,/beer/go328ur/475278/,38.21273055,62.03693125
5456,5456,Zip 5 Klassiki,2.08,Pale Lager,3.2,96.0,Ashgabat,Turkmenistan,/beer/zip-5-klassiki/127687/,37.939667799999995,58.387426299999994
5457,5457,Zip Piwo Abadan,2.08,Pale Lager,4.2,126.0,Ashgabat,Turkmenistan,/beer/zip-piwo-abadan/65821/,37.939667799999995,58.387426299999994
5458,5458,Altyn Damja Garagum,2.03,Pale Lager,3.4,102.0,Ashgabat,Turkmenistan,/beer/altyn-damja-garagum/370651/,37.939667799999995,58.387426299999994
5459,5459,Ýaşlyk Berk 1 12%,1.96,Pale Lager,4.4,132.0,Jashlyk,Turkmenistan,/beer/ya351lyk-berk-1-12/41896/,,
5462,5462,Turks Head Stout,3.18,Foreign Stout,5.5,165.0,Providenciales,Turks and Caicos Islands,/beer/turks-head-stout/336397/,21.777801500000002,-72.2611584
5463,5463,Turks Head Island Hopping Ale,3.13,India Pale Ale (IPA),7.0,210.0,Providenciales,Turks and Caicos Islands,/beer/turks-head-island-hopping-ale/336399/,21.777801500000002,-72.2611584
5464,5464,Turks Head Gon - Ta - Nort,3.0,Amber Lager/Vienna,6.0,180.0,Providenciales,Turks and Caicos Islands,/beer/turks-head-gon-ta-nort/533115/,21.777801500000002,-72.2611584
5465,5465,Turks Head Down - Da Road IPA,2.97,India Pale Ale (IPA),6.0,180.0,Providenciales,Turks and Caicos Islands,/beer/turks-head-down-da-road-ipa/510791/,21.777801500000002,-72.2611584
5466,5466,Turks Head Summer Wheat Ale,2.93,German Hefeweizen,5.0,150.0,Providenciales,Turks and Caicos Islands,/beer/turks-head-summer-wheat-ale/310242/,21.777801500000002,-72.2611584
5467,5467,Turks Head I - Ain - Ga - Lie,2.83,Premium Lager,4.8,144.0,Providenciales,Turks and Caicos Islands,/beer/turks-head-i-ain-ga-lie/533114/,21.777801500000002,-72.2611584
5468,5468,Turks Head Amber,2.77,Amber Ale,6.0,180.0,Providenciales,Turks and Caicos Islands,/beer/turks-head-amber/74207/,21.777801500000002,-72.2611584
5469,5469,Turks Head Lager,2.34,Pale Lager,4.8,144.0,Providenciales,Turks and Caicos Islands,/beer/turks-head-lager/220312/,21.777801500000002,-72.2611584
5470,5470,Turks Head Light,1.93,Pale Lager,4.8,144.0,Providenciales,Turks and Caicos Islands,/beer/turks-head-light/59430/,21.777801500000002,-72.2611584
5471,5471,Guinness Foreign Extra Stout (Uganda),3.05,Foreign Stout,6.5,195.0,Port Bell Kampala,Uganda,/beer/guinness-foreign-extra-stout-uganda/542044/,0.29258320000000004,32.656470299999995
5473,5473,Chairman's ESB (Uganda),2.77,Imperial Pils/Strong Pale Lager,7.0,210.0,Jinja,Uganda,/beer/chairmans-esb-uganda/7172/,0.5465468000000001,33.2248168609287
5474,5474,Uganda Breweries Senator Stout,2.72,Foreign Stout,7.0,210.0,Port Bell Kampala,Uganda,/beer/uganda-breweries-senator-stout/550616/,0.29258320000000004,32.656470299999995
5475,5475,Eagle Extra Lager,2.72,Imperial Pils/Strong Pale Lager,6.5,195.0,Jinja,Uganda,/beer/eagle-extra-lager/243561/,0.5465468000000001,33.2248168609287
5476,5476,Rock Stout,2.68,Sweet Stout,5.9,177.0,Kampala,Uganda,/beer/rock-stout/150615/,0.31771370000000004,32.581353899999996
5477,5477,Senator Extra,2.61,Pale Lager,6.0,180.0,Port Bell Kampala,Uganda,/beer/senator-extra/273457/,0.29258320000000004,32.656470299999995
5478,5478,Moonberg Premium,2.6,Pale Lager,4.9,147.0,Kampala,Uganda,/beer/moonberg-premium/152014/,0.31771370000000004,32.581353899999996
5479,5479,Moonberg Lager,2.2,Pale Lager,4.9,147.0,Kampala,Uganda,/beer/moonberg-lager/150581/,0.31771370000000004,32.581353899999996
5480,5480,Nile Gold Crystal Malt Lager,2.18,Pale Lager,4.8,144.0,Jinja,Uganda,/beer/nile-gold-crystal-malt-lager/150173/,0.5465468000000001,33.2248168609287
5481,5481,Bell Lager,1.94,Pale Lager,4.0,120.0,Port Bell Kampala,Uganda,/beer/bell-lager/15443/,0.29258320000000004,32.656470299999995
5482,5482,Nile Special (Lager),1.85,Pale Lager,5.6,168.0,Jinja,Uganda,/beer/nile-special-lager/7170/,0.5465468000000001,33.2248168609287
5483,5483,Uganda Breweries Pilsner Lager,1.82,Pale Lager,5.5,165.0,Port Bell Kampala,Uganda,/beer/uganda-breweries-pilsner-lager/17541/,0.29258320000000004,32.656470299999995
5484,5484,Club Pilsner (Uganda),1.61,Pale Lager,4.5,135.0,Jinja,Uganda,/beer/club-pilsner-uganda/7171/,0.5465468000000001,33.2248168609287
5485,5485,Eagle Lager,,Pale Lager,5.5,165.0,Jinja,Uganda,/beer/eagle-lager/243562/,0.5465468000000001,33.2248168609287
5488,5488,Collider Affectionate Krampus,3.71,Imperial Stout,8.0,240.0,Kiev,Ukraine,/beer/collider-affectionate-krampus/411214/,50.4501071,30.5240501
5489,5489,Pravda 400 Varka,3.58,Barley Wine,9.6,288.0,Lviv,Ukraine,/beer/pravda-400-varka/448169/,49.841952,24.0315921
5490,5490,Collaport WTF2?,3.55,Baltic Porter,8.0,240.0,Kiev,Ukraine,/beer/collaport-wtf2/480550/,50.4501071,30.5240501
5491,5491,Pravda Fresh Hop Vatra,3.54,Belgian Ale,4.8,144.0,Lviv,Ukraine,/beer/pravda-fresh-hop-vatra/458034/,49.841952,24.0315921
5492,5492,Pravda DWIPA,3.51,Imperial IPA,7.2,216.0,Lviv,Ukraine,/beer/pravda-dwipa/546301/,49.841952,24.0315921
5493,5493,Pravda Lvivska Vesna,3.51,Stout,7.2,216.0,Lviv,Ukraine,/beer/pravda-lvivska-vesna/327416/,49.841952,24.0315921
5494,5494,Pravda 100 Varka (Sota Varka),3.5,Abt/Quadrupel,10.6,318.0,Lviv,Ukraine,/beer/pravda-100-varka-sota-varka/354556/,49.841952,24.0315921
5495,5495,Pravda Lvivska Osin,3.5,Doppelbock,7.5,225.0,Lviv,Ukraine,/beer/pravda-lvivska-osin/382705/,49.841952,24.0315921
5496,5496,Tsypa / Collider Holy Pumpkin,3.49,Spice/Herb/Vegetable,6.0,180.0,Kiev,Ukraine,/beer/tsypa-collider-holy-pumpkin/461784/,50.4501071,30.5240501
5497,5497,Pravda IPA Magnum Green Hop,3.48,India Pale Ale (IPA),6.3,189.0,Lviv,Ukraine,/beer/pravda-ipa-magnum-green-hop/459358/,49.841952,24.0315921
5498,5498,Kumpel Porter,3.47,Baltic Porter,7.0,210.0,L’viv,Ukraine,/beer/kumpel-porter/479333/,49.841952,24.0315921
5499,5499,Tsypa Vnochi,3.43,Black IPA,5.5,165.0,Kvasy,Ukraine,/beer/tsypa-vnochi/510653/,48.14793,24.281851
5500,5500,Pravda India Pale Lager,3.42,India Style Lager,6.5,195.0,Lviv,Ukraine,/beer/pravda-india-pale-lager/401706/,49.841952,24.0315921
